"51165","E","HOL","8.00",""
"51167","E","OT","1.97",""
"51167","E","REG","72.91",""
"51167","E","HOL","8.00",""
"51170","E","OT","3.31",""
"51170","E","REG","74.54",""
"51170","E","HOL","8.00",""
"51171","E","REG","60.59",""
"51171","E","HOL","8.00",""
"51172","E","REG","61.39",""
"51172","E","HOL","8.00",""
"51174","E","REG","54.65",""
"51174","E","HOL","8.00",""
